"sideid","mapid","layer","country","cowcode","groupname","marker","year","dhs.round","dhs.subround","sample.size","fit.comb","tps.g.fit","tps.par.knn","tps.par.sphkm","tps.par.knncut","tps.par.unsurv","tps.fit","knn.g.fit","knn.par.knn","knn.par.sphkm","knn.par.weights","knn.par.unsurv","knn.par.knncut","knn.fit"
"side_v1_206_38",206,38,"Philippines",840,"tausog.islam","ethnic.religion",2003,4,1,228,0.121227046764469,0.145771440741874,332,479391,566,854,0.13085521182864,0.291315624813028,7,3565,7405,2306,772,0.129015861784469
"side_v1_206_39",206,39,"Philippines",840,"tausog.mixed","ethnic.religion",2003,4,1,228,0.121227046764469,0.998494426582723,332,479391,566,854,0.13085521182864,1.25784557489849,7,3565,7405,2306,772,0.129015861784469
"side_v1_206_40",206,40,"Philippines",840,"waray.mixed","ethnic.religion",2003,4,1,228,0.121227046764469,1.06982299755495,332,479391,566,854,0.13085521182864,1.57819657696854,7,3565,7405,2306,772,0.129015861784469
"side_v1_206_41",206,41,"Philippines",840,"waray.roman catholic","ethnic.religion",2003,4,1,228,0.121227046764469,0.216525618042332,332,479391,566,854,0.13085521182864,0.177333448662002,7,3565,7405,2306,772,0.129015861784469
"side_v1_177_1",177,1,"Nepal",790,"baniya","ethnic",2063,5,1,114,0.302733065057959,0.992296736370412,202,343315,24,7,0.314371559309506,1.01497609368051,10,84304,5440,2,180,0.304303154798303
"side_v1_177_2",177,2,"Nepal",790,"bantar","ethnic",2063,5,1,114,0.302733065057959,0.994139419014957,202,343315,24,7,0.314371559309506,0.830830842685636,10,84304,5440,2,180,0.304303154798303
"side_v1_177_3",177,3,"Nepal",790,"brahmin","ethnic",2063,5,1,114,0.302733065057959,0.951968099572917,202,343315,24,7,0.314371559309506,0.956240498645876,10,84304,5440,2,180,0.304303154798303
"side_v1_177_4",177,4,"Nepal",790,"brahmin (terai)","ethnic",2063,5,1,114,0.302733065057959,0.974495759716921,202,343315,24,7,0.314371559309506,0.999176143453905,10,84304,5440,2,180,0.304303154798303
"side_v1_177_5",177,5,"Nepal",790,"chamar","ethnic",2063,5,1,114,0.302733065057959,0.976855551849878,202,343315,24,7,0.314371559309506,1.01838563432447,10,84304,5440,2,180,0.304303154798303
"side_v1_177_6",177,6,"Nepal",790,"chhetri","ethnic",2063,5,1,114,0.302733065057959,0.731189314804974,202,343315,24,7,0.314371559309506,0.731119696507635,10,84304,5440,2,180,0.304303154798303
"side_v1_177_7",177,7,"Nepal",790,"damai/dholi","ethnic",2063,5,1,114,0.302733065057959,1.03694986380883,202,343315,24,7,0.314371559309506,1.00388250512607,10,84304,5440,2,180,0.304303154798303
"side_v1_177_8",177,8,"Nepal",790,"gurung","ethnic",2063,5,1,114,0.302733065057959,0.547872367066784,202,343315,24,7,0.314371559309506,0.639956173989187,10,84304,5440,2,180,0.304303154798303
"side_v1_177_9",177,9,"Nepal",790,"kami","ethnic",2063,5,1,114,0.302733065057959,1.14446922806284,202,343315,24,7,0.314371559309506,0.985402013351812,10,84304,5440,2,180,0.304303154798303
"side_v1_177_10",177,10,"Nepal",790,"khatwe","ethnic",2063,5,1,114,0.302733065057959,Inf,202,343315,24,7,0.314371559309506,Inf,10,84304,5440,2,180,0.304303154798303
"side_v1_177_11",177,11,"Nepal",790,"koiri","ethnic",2063,5,1,114,0.302733065057959,0.87174024191514,202,343315,24,7,0.314371559309506,1.017393781862,10,84304,5440,2,180,0.304303154798303
"side_v1_177_12",177,12,"Nepal",790,"kurmi","ethnic",2063,5,1,114,0.302733065057959,0.989459556473647,202,343315,24,7,0.314371559309506,0.983123210224944,10,84304,5440,2,180,0.304303154798303
"side_v1_177_13",177,13,"Nepal",790,"limbu","ethnic",2063,5,1,114,0.302733065057959,0.759060568756388,202,343315,24,7,0.314371559309506,0.666420047194283,10,84304,5440,2,180,0.304303154798303
"side_v1_177_14",177,14,"Nepal",790,"magar","ethnic",2063,5,1,114,0.302733065057959,1.04578638307459,202,343315,24,7,0.314371559309506,0.914031478165198,10,84304,5440,2,180,0.304303154798303
"side_v1_177_15",177,15,"Nepal",790,"muslim","ethnic",2063,5,1,114,0.302733065057959,0.956364748129116,202,343315,24,7,0.314371559309506,1.02614085951447,10,84304,5440,2,180,0.304303154798303
"side_v1_177_16",177,16,"Nepal",790,"newar","ethnic",2063,5,1,114,0.302733065057959,0.83698980294,202,343315,24,7,0.314371559309506,0.792559860154185,10,84304,5440,2,180,0.304303154798303
"side_v1_177_17",177,17,"Nepal",790,"other","ethnic",2063,5,1,114,0.302733065057959,0.825975490062977,202,343315,24,7,0.314371559309506,0.827286196336676,10,84304,5440,2,180,0.304303154798303
"side_v1_177_18",177,18,"Nepal",790,"other caste*","ethnic",2063,5,1,114,0.302733065057959,1.00944413123954,202,343315,24,7,0.314371559309506,1.02319855688431,10,84304,5440,2,180,0.304303154798303
"side_v1_177_19",177,19,"Nepal",790,"rai","ethnic",2063,5,1,114,0.302733065057959,0.816352431156987,202,343315,24,7,0.314371559309506,0.826990296929308,10,84304,5440,2,180,0.304303154798303
"side_v1_177_20",177,20,"Nepal",790,"sanyasi","ethnic",2063,5,1,114,0.302733065057959,1.06555960498916,202,343315,24,7,0.314371559309506,0.994164142942509,10,84304,5440,2,180,0.304303154798303
"side_v1_177_21",177,21,"Nepal",790,"sharki","ethnic",2063,5,1,114,0.302733065057959,1.00870842923306,202,343315,24,7,0.314371559309506,1.13011684559341,10,84304,5440,2,180,0.304303154798303
"side_v1_177_22",177,22,"Nepal",790,"sherpa","ethnic",2063,5,1,114,0.302733065057959,0.882681530037358,202,343315,24,7,0.314371559309506,0.903545319194658,10,84304,5440,2,180,0.304303154798303
"side_v1_177_23",177,23,"Nepal",790,"tamang","ethnic",2063,5,1,114,0.302733065057959,0.938843798532113,202,343315,24,7,0.314371559309506,0.903887716598152,10,84304,5440,2,180,0.304303154798303
"side_v1_177_24",177,24,"Nepal",790,"teli","ethnic",2063,5,1,114,0.302733065057959,0.989401360680673,202,343315,24,7,0.314371559309506,0.957468951509833,10,84304,5440,2,180,0.304303154798303
"side_v1_177_25",177,25,"Nepal",790,"thakuri","ethnic",2063,5,1,114,0.302733065057959,1.13867122892717,202,343315,24,7,0.314371559309506,0.911295492900534,10,84304,5440,2,180,0.304303154798303
"side_v1_177_26",177,26,"Nepal",790,"tharu","ethnic",2063,5,1,114,0.302733065057959,0.979284244277686,202,343315,24,7,0.314371559309506,0.843326522126725,10,84304,5440,2,180,0.304303154798303
"side_v1_177_27",177,27,"Nepal",790,"yadav","ethnic",2063,5,1,114,0.302733065057959,0.900277584599987,202,343315,24,7,0.314371559309506,0.841965448882693,10,84304,5440,2,180,0.304303154798303
"side_v1_180_1",180,1,"Nepal",790,"hill brahmin","ethnic",2068,6,1,114,0.217301678192941,0.929803003278434,120,750714,117,1,0.215213086450067,0.97522378791421,95,267590,4728,53,4,0.226929147960676
"side_v1_180_2",180,2,"Nepal",790,"hill chhetri","ethnic",2068,6,1,114,0.217301678192941,0.73751668164809,120,750714,117,1,0.215213086450067,0.727740607906478,95,267590,4728,53,4,0.226929147960676
"side_v1_180_3",180,3,"Nepal",790,"hill dalit","ethnic",2068,6,1,114,0.217301678192941,0.891000211695548,120,750714,117,1,0.215213086450067,0.824372276122296,95,267590,4728,53,4,0.226929147960676
"side_v1_180_4",180,4,"Nepal",790,"hill janajati","ethnic",2068,6,1,114,0.217301678192941,0.701108549803842,120,750714,117,1,0.215213086450067,0.808008649002383,95,267590,4728,53,4,0.226929147960676
"side_v1_180_5",180,5,"Nepal",790,"muslim","ethnic",2068,6,1,114,0.217301678192941,0.957610937650415,120,750714,117,1,0.215213086450067,1.01311158052444,95,267590,4728,53,4,0.226929147960676
"side_v1_180_6",180,6,"Nepal",790,"newar","ethnic",2068,6,1,114,0.217301678192941,0.831287976053493,120,750714,117,1,0.215213086450067,0.941738444881861,95,267590,4728,53,4,0.226929147960676
"side_v1_180_7",180,7,"Nepal",790,"other","ethnic",2068,6,1,114,0.217301678192941,1.79636910631684,120,750714,117,1,0.215213086450067,1.25029399957721,95,267590,4728,53,4,0.226929147960676
"side_v1_180_8",180,8,"Nepal",790,"other terai caste","ethnic",2068,6,1,114,0.217301678192941,0.642765807078512,120,750714,117,1,0.215213086450067,0.725797149131341,95,267590,4728,53,4,0.226929147960676
"side_v1_180_9",180,9,"Nepal",790,"terai brahmin/chhetri","ethnic",2068,6,1,114,0.217301678192941,0.952813128608324,120,750714,117,1,0.215213086450067,0.951507700660237,95,267590,4728,53,4,0.226929147960676
"side_v1_180_10",180,10,"Nepal",790,"terai dalit","ethnic",2068,6,1,114,0.217301678192941,0.798335689511606,120,750714,117,1,0.215213086450067,0.798597106314949,95,267590,4728,53,4,0.226929147960676
"side_v1_180_11",180,11,"Nepal",790,"terai janajati","ethnic",2068,6,1,114,0.217301678192941,0.773686030444193,120,750714,117,1,0.215213086450067,0.779286884781292,95,267590,4728,53,4,0.226929147960676
"side_v1_52_1",52,1,"Congo (DRC)",490,"bakongo nord & sud","ethnic",2014,6,1,228,0.129961516796586,0.124157577309508,119,1420958,209,1887,0.129053602501058,0.149989263195035,316,1083503,1868,2522,328,0.137275021856183
"side_v1_63_1",63,1,"Ethiopia",530,"affar.mixed","ethnic.religion",1992,4,1,228,0.20795276561372,1.00854404765046,356,363673,63,1031,0.203093279841857,1.00741842615392,253,491646,6135,1237,24,0.222862704103663
"side_v1_63_2",63,2,"Ethiopia",530,"affar.moslem","ethnic.religion",1992,4,1,228,0.20795276561372,0.314842567358308,356,363673,63,1031,0.203093279841857,0.331355388533983,253,491646,6135,1237,24,0.222862704103663
"side_v1_63_3",63,3,"Ethiopia",530,"amharra.mixed","ethnic.religion",1992,4,1,228,0.20795276561372,1.00801671081517,356,363673,63,1031,0.203093279841857,1.03340499968786,253,491646,6135,1237,24,0.222862704103663
"side_v1_63_4",63,4,"Ethiopia",530,"amharra.moslem","ethnic.religion",1992,4,1,228,0.20795276561372,0.740090306563681,356,363673,63,1031,0.203093279841857,0.761173961344372,253,491646,6135,1237,24,0.222862704103663
"side_v1_63_5",63,5,"Ethiopia",530,"amharra.orthodox","ethnic.religion",1992,4,1,228,0.20795276561372,0.433950845497371,356,363673,63,1031,0.203093279841857,0.486246998321012,253,491646,6135,1237,24,0.222862704103663
"side_v1_63_6",63,6,"Ethiopia",530,"amharra.protestant","ethnic.religion",1992,4,1,228,0.20795276561372,1.00333753679036,356,363673,63,1031,0.203093279841857,1.00536568691193,253,491646,6135,1237,24,0.222862704103663
"side_v1_63_7",63,7,"Ethiopia",530,"guragie.mixed","ethnic.religion",1992,4,1,228,0.20795276561372,0.916209567760718,356,363673,63,1031,0.203093279841857,0.891136967620756,253,491646,6135,1237,24,0.222862704103663
"side_v1_63_8",63,8,"Ethiopia",530,"guragie.moslem","ethnic.religion",1992,4,1,228,0.20795276561372,0.600841108875196,356,363673,63,1031,0.203093279841857,0.642579217934393,253,491646,6135,1237,24,0.222862704103663
"side_v1_63_9",63,9,"Ethiopia",530,"guragie.orthodox","ethnic.religion",1992,4,1,228,0.20795276561372,0.756479189524781,356,363673,63,1031,0.203093279841857,0.683059382766337,253,491646,6135,1237,24,0.222862704103663
"side_v1_63_10",63,10,"Ethiopia",530,"guragie.protestant","ethnic.religion",1992,4,1,228,0.20795276561372,0.962371924471687,356,363673,63,1031,0.203093279841857,0.966101723311075,253,491646,6135,1237,24,0.222862704103663
"side_v1_63_11",63,11,"Ethiopia",530,"oromo.mixed","ethnic.religion",1992,4,1,228,0.20795276561372,0.721086583705448,356,363673,63,1031,0.203093279841857,0.903818891483307,253,491646,6135,1237,24,0.222862704103663
"side_v1_63_12",63,12,"Ethiopia",530,"oromo.moslem","ethnic.religion",1992,4,1,228,0.20795276561372,0.306313086839198,356,363673,63,1031,0.203093279841857,0.365844042637642,253,491646,6135,1237,24,0.222862704103663
"side_v1_63_13",63,13,"Ethiopia",530,"oromo.orthodox","ethnic.religion",1992,4,1,228,0.20795276561372,0.504817142748471,356,363673,63,1031,0.203093279841857,0.533166989179167,253,491646,6135,1237,24,0.222862704103663
"side_v1_63_14",63,14,"Ethiopia",530,"oromo.protestant","ethnic.religion",1992,4,1,228,0.20795276561372,0.589149723425333,356,363673,63,1031,0.203093279841857,0.63381604073357,253,491646,6135,1237,24,0.222862704103663
"side_v1_63_15",63,15,"Ethiopia",530,"sidama.mixed","ethnic.religion",1992,4,1,228,0.20795276561372,0.89029703621487,356,363673,63,1031,0.203093279841857,0.749008146485383,253,491646,6135,1237,24,0.222862704103663
"side_v1_63_16",63,16,"Ethiopia",530,"sidama.protestant","ethnic.religion",1992,4,1,228,0.20795276561372,0.156784383093378,356,363673,63,1031,0.203093279841857,0.18412727713941,253,491646,6135,1237,24,0.222862704103663
"side_v1_63_17",63,17,"Ethiopia",530,"somalie.mixed","ethnic.religion",1992,4,1,228,0.20795276561372,Inf,356,363673,63,1031,0.203093279841857,NA,253,491646,6135,1237,24,0.222862704103663
"side_v1_63_18",63,18,"Ethiopia",530,"somalie.moslem","ethnic.religion",1992,4,1,228,0.20795276561372,0.193774182933791,356,363673,63,1031,0.203093279841857,0.224068211986241,253,491646,6135,1237,24,0.222862704103663
"side_v1_63_19",63,19,"Ethiopia",530,"somalie.orthodox","ethnic.religion",1992,4,1,228,0.20795276561372,Inf,356,363673,63,1031,0.203093279841857,Inf,253,491646,6135,1237,24,0.222862704103663
"side_v1_63_20",63,20,"Ethiopia",530,"tigray (tigraway).mixed","ethnic.religion",1992,4,1,228,0.20795276561372,1.00987332286091,356,363673,63,1031,0.203093279841857,1.01053738206063,253,491646,6135,1237,24,0.222862704103663
"side_v1_63_21",63,21,"Ethiopia",530,"tigray (tigraway).moslem","ethnic.religion",1992,4,1,228,0.20795276561372,0.991876567698889,356,363673,63,1031,0.203093279841857,0.911175186150402,253,491646,6135,1237,24,0.222862704103663
"side_v1_63_22",63,22,"Ethiopia",530,"tigray (tigraway).orthodox","ethnic.religion",1992,4,1,228,0.20795276561372,0.0695678103663449,356,363673,63,1031,0.203093279841857,0.0700794270605633,253,491646,6135,1237,24,0.222862704103663
"side_v1_63_23",63,23,"Ethiopia",530,"tigray (tigraway).protestant","ethnic.religion",1992,4,1,228,0.20795276561372,0.990453940984051,356,363673,63,1031,0.203093279841857,0.991993940102683,253,491646,6135,1237,24,0.222862704103663
"side_v1_63_24",63,24,"Ethiopia",530,"welaita.mixed","ethnic.religion",1992,4,1,228,0.20795276561372,0.398915156999326,356,363673,63,1031,0.203093279841857,0.681280617405938,253,491646,6135,1237,24,0.222862704103663
"side_v1_63_25",63,25,"Ethiopia",530,"welaita.protestant","ethnic.religion",1992,4,1,228,0.20795276561372,0.319388611522047,356,363673,63,1031,0.203093279841857,0.257874608352895,253,491646,6135,1237,24,0.222862704103663
"side_v1_65_1",65,1,"Ethiopia",530,"catholic","religion",1997,5,1,228,0.177994864636412,1.10492472097258,425,601720,11,500,0.177867060528147,1.00075815621799,238,1224093,4060,993,468,0.185938223388035
"side_v1_65_2",65,2,"Ethiopia",530,"moslem","religion",1997,5,1,228,0.177994864636412,0.453768628271295,425,601720,11,500,0.177867060528147,0.475809329866677,238,1224093,4060,993,468,0.185938223388035
"side_v1_65_3",65,3,"Ethiopia",530,"orthodox","religion",1997,5,1,228,0.177994864636412,0.387989394491538,425,601720,11,500,0.177867060528147,0.429338764687759,238,1224093,4060,993,468,0.185938223388035
"side_v1_65_4",65,4,"Ethiopia",530,"other","religion",1997,5,1,228,0.177994864636412,1.05807648550651,425,601720,11,500,0.177867060528147,1.02614066555806,238,1224093,4060,993,468,0.185938223388035
"side_v1_65_5",65,5,"Ethiopia",530,"protestant","religion",1997,5,1,228,0.177994864636412,0.398176506304688,425,601720,11,500,0.177867060528147,0.36872410475996,238,1224093,4060,993,468,0.185938223388035
"side_v1_65_6",65,6,"Ethiopia",530,"traditional","religion",1997,5,1,228,0.177994864636412,1.10393023658384,425,601720,11,500,0.177867060528147,1.13592333025727,238,1224093,4060,993,468,0.185938223388035
"side_v1_52_2",52,2,"Congo (DRC)",490,"basele-k , man. et kivu","ethnic",2014,6,1,228,0.129961516796586,0.0543774598288226,119,1420958,209,1887,0.129053602501058,0.0432915773924497,316,1083503,1868,2522,328,0.137275021856183
"side_v1_52_3",52,3,"Congo (DRC)",490,"bas-kasai et kwilu-kwngo","ethnic",2014,6,1,228,0.129961516796586,0.26332719080203,119,1420958,209,1887,0.129053602501058,0.285332534929009,316,1083503,1868,2522,328,0.137275021856183
"side_v1_52_4",52,4,"Congo (DRC)",490,"cuvette central","ethnic",2014,6,1,228,0.129961516796586,0.358989725940159,119,1420958,209,1887,0.129053602501058,0.384226020082211,316,1083503,1868,2522,328,0.137275021856183
"side_v1_52_5",52,5,"Congo (DRC)",490,"kasai, katanga, tanganika","ethnic",2014,6,1,228,0.129961516796586,0.136454177563143,119,1420958,209,1887,0.129053602501058,0.158516487425794,316,1083503,1868,2522,328,0.137275021856183
"side_v1_52_6",52,6,"Congo (DRC)",490,"lunda","ethnic",2014,6,1,228,0.129961516796586,0.722886951527378,119,1420958,209,1887,0.129053602501058,0.849621820897556,316,1083503,1868,2522,328,0.137275021856183
"side_v1_52_7",52,7,"Congo (DRC)",490,"other","ethnic",2014,6,1,228,0.129961516796586,1.01930265054142,119,1420958,209,1887,0.129053602501058,1.00424284551515,316,1083503,1868,2522,328,0.137275021856183
"side_v1_52_8",52,8,"Congo (DRC)",490,"ubangi et itimbiri","ethnic",2014,6,1,228,0.129961516796586,0.223379468533232,119,1420958,209,1887,0.129053602501058,0.235107586037664,316,1083503,1868,2522,328,0.137275021856183
"side_v1_52_9",52,9,"Congo (DRC)",490,"uele lac albert","ethnic",2014,6,1,228,0.129961516796586,0.172140810243442,119,1420958,209,1887,0.129053602501058,0.155407959328457,316,1083503,1868,2522,328,0.137275021856183
"side_v1_61_1",61,1,"Ethiopia",530,"affar","ethnic",1992,4,1,228,0.153152719679473,0.266681761733451,239,547004,60,3338,0.147961161656908,0.54422096575726,281,677908,18446,2511,25,0.181266701799326
"side_v1_61_2",61,2,"Ethiopia",530,"amharra","ethnic",1992,4,1,228,0.153152719679473,0.333899319210774,239,547004,60,3338,0.147961161656908,0.404023406723945,281,677908,18446,2511,25,0.181266701799326
"side_v1_61_3",61,3,"Ethiopia",530,"guragie","ethnic",1992,4,1,228,0.153152719679473,0.455786400098373,239,547004,60,3338,0.147961161656908,0.52167012805285,281,677908,18446,2511,25,0.181266701799326
"side_v1_61_4",61,4,"Ethiopia",530,"oromo","ethnic",1992,4,1,228,0.153152719679473,0.34663442722125,239,547004,60,3338,0.147961161656908,0.38295399094637,281,677908,18446,2511,25,0.181266701799326
"side_v1_61_5",61,5,"Ethiopia",530,"sidama","ethnic",1992,4,1,228,0.153152719679473,0.222394037284028,239,547004,60,3338,0.147961161656908,0.258887725375763,281,677908,18446,2511,25,0.181266701799326
"side_v1_61_6",61,6,"Ethiopia",530,"somalie","ethnic",1992,4,1,228,0.153152719679473,0.195472969245661,239,547004,60,3338,0.147961161656908,0.22908609556617,281,677908,18446,2511,25,0.181266701799326
"side_v1_61_7",61,7,"Ethiopia",530,"tigray (tigraway)","ethnic",1992,4,1,228,0.153152719679473,0.0466132801416089,239,547004,60,3338,0.147961161656908,0.0732993940113017,281,677908,18446,2511,25,0.181266701799326
"side_v1_61_8",61,8,"Ethiopia",530,"welaita","ethnic",1992,4,1,228,0.153152719679473,0.124364882317177,239,547004,60,3338,0.147961161656908,0.177759991831383,281,677908,18446,2511,25,0.181266701799326
"side_v1_183_1",183,1,"Niger",436,"djerma","ethnic",1992,2,1,114,0.178837871604235,0.404939866900031,71,55001,51,1077,0.191340471477596,0.365764762993301,7,43924,1348,524,170,0.17886959635178
"side_v1_183_2",183,2,"Niger",436,"haoussa","ethnic",1992,2,1,114,0.178837871604235,0.476286362664116,71,55001,51,1077,0.191340471477596,0.440242987424614,7,43924,1348,524,170,0.17886959635178
"side_v1_183_3",183,3,"Niger",436,"kanouri","ethnic",1992,2,1,114,0.178837871604235,0.39094360088356,71,55001,51,1077,0.191340471477596,0.420218953002175,7,43924,1348,524,170,0.17886959635178
"side_v1_183_4",183,4,"Niger",436,"non-niger","ethnic",1992,2,1,114,0.178837871604235,0.914057493606503,71,55001,51,1077,0.191340471477596,1.08706846699917,7,43924,1348,524,170,0.17886959635178
"side_v1_183_5",183,5,"Niger",436,"other","ethnic",1992,2,1,114,0.178837871604235,0.99799152401969,71,55001,51,1077,0.191340471477596,1.27316597341239,7,43924,1348,524,170,0.17886959635178
"side_v1_183_6",183,6,"Niger",436,"other non-niger","ethnic",1992,2,1,114,0.178837871604235,0.822060098966653,71,55001,51,1077,0.191340471477596,0.831922888549358,7,43924,1348,524,170,0.17886959635178
"side_v1_183_7",183,7,"Niger",436,"peulh","ethnic",1992,2,1,114,0.178837871604235,0.948792077617885,71,55001,51,1077,0.191340471477596,0.857201773292975,7,43924,1348,524,170,0.17886959635178
"side_v1_183_8",183,8,"Niger",436,"touareg bella","ethnic",1992,2,1,114,0.178837871604235,1.10158208227086,71,55001,51,1077,0.191340471477596,1.0053857296395,7,43924,1348,524,170,0.17886959635178
"side_v1_64_1",64,1,"Ethiopia",530,"affar / adal, danakil, denkel","ethnic",1997,5,1,228,0.202451579538675,0.364114426604479,24,211164,464,5105,0.210711398158949,0.440867273136835,1,181145,9335,1245,15,0.218604475225497
"side_v1_64_2",64,2,"Ethiopia",530,"agew-kamyr / kamtang","ethnic",1997,5,1,228,0.202451579538675,0.996973057269859,24,211164,464,5105,0.210711398158949,0.862010712746116,1,181145,9335,1245,15,0.218604475225497
"side_v1_64_3",64,3,"Ethiopia",530,"amara / gondere, gayente, semen, farte, gojjame, dawunte, wa","ethnic",1997,5,1,228,0.202451579538675,0.316440588942246,24,211164,464,5105,0.210711398158949,0.322390539872791,1,181145,9335,1245,15,0.218604475225497
"side_v1_64_4",64,4,"Ethiopia",530,"anyiwak / yembo","ethnic",1997,5,1,228,0.202451579538675,0.749944540429628,24,211164,464,5105,0.210711398158949,0.41617226354653,1,181145,9335,1245,15,0.218604475225497
"side_v1_64_5",64,5,"Ethiopia",530,"gamo","ethnic",1997,5,1,228,0.202451579538675,0.0520514664858575,24,211164,464,5105,0.210711398158949,0.0405394139844664,1,181145,9335,1245,15,0.218604475225497
"side_v1_64_6",64,6,"Ethiopia",530,"gedeo / derassa","ethnic",1997,5,1,228,0.202451579538675,0.734560850926829,24,211164,464,5105,0.210711398158949,0.68575971730005,1,181145,9335,1245,15,0.218604475225497
"side_v1_64_7",64,7,"Ethiopia",530,"gumuz / ganza, ganzo, bega, baga, shankila, say, sese","ethnic",1997,5,1,228,0.202451579538675,1.07751963343439,24,211164,464,5105,0.210711398158949,1.65894539746439,1,181145,9335,1245,15,0.218604475225497
"side_v1_64_8",64,8,"Ethiopia",530,"gurarie / cheha, ener, enemor, ezaya, gumer, gura, megareb, ","ethnic",1997,5,1,228,0.202451579538675,0.41195267889611,24,211164,464,5105,0.210711398158949,0.397561662314221,1,181145,9335,1245,15,0.218604475225497
"side_v1_64_9",64,9,"Ethiopia",530,"hadiya","ethnic",1997,5,1,228,0.202451579538675,0.261293823676315,24,211164,464,5105,0.210711398158949,0.191923463796742,1,181145,9335,1245,15,0.218604475225497
"side_v1_64_10",64,10,"Ethiopia",530,"harerri / adere","ethnic",1997,5,1,228,0.202451579538675,0.992135343481242,24,211164,464,5105,0.210711398158949,0.936757218246906,1,181145,9335,1245,15,0.218604475225497
"side_v1_64_11",64,11,"Ethiopia",530,"jebelawi / berta, benshangul, wutawut, shogo, undu, meyu, ge","ethnic",1997,5,1,228,0.202451579538675,1.06347020944254,24,211164,464,5105,0.210711398158949,1.10533472050943,1,181145,9335,1245,15,0.218604475225497
"side_v1_64_12",64,12,"Ethiopia",530,"keffa / kefficho","ethnic",1997,5,1,228,0.202451579538675,0.609607550303723,24,211164,464,5105,0.210711398158949,0.486553681042777,1,181145,9335,1245,15,0.218604475225497
"side_v1_64_13",64,13,"Ethiopia",530,"kembata","ethnic",1997,5,1,228,0.202451579538675,1.79989900599431,24,211164,464,5105,0.210711398158949,1.20438779256431,1,181145,9335,1245,15,0.218604475225497
"side_v1_64_14",64,14,"Ethiopia",530,"kulo / omete, domete, dawuro","ethnic",1997,5,1,228,0.202451579538675,0.178483991897045,24,211164,464,5105,0.210711398158949,0.304295982569108,1,181145,9335,1245,15,0.218604475225497
"side_v1_64_15",64,15,"Ethiopia",530,"nuwer / abigar","ethnic",1997,5,1,228,0.202451579538675,0.00527527841825682,24,211164,464,5105,0.210711398158949,0.00895744970833052,1,181145,9335,1245,15,0.218604475225497
"side_v1_64_16",64,16,"Ethiopia",530,"oromo / guji, borena, tulema, kereyu, gelan, lika, weredube,","ethnic",1997,5,1,228,0.202451579538675,0.290999496553643,24,211164,464,5105,0.210711398158949,0.348790681912347,1,181145,9335,1245,15,0.218604475225497
"side_v1_64_17",64,17,"Ethiopia",530,"other","ethnic",1997,5,1,228,0.202451579538675,0.845375474613664,24,211164,464,5105,0.210711398158949,0.821582081360827,1,181145,9335,1245,15,0.218604475225497
"side_v1_64_18",64,18,"Ethiopia",530,"sidama","ethnic",1997,5,1,228,0.202451579538675,0.278185259253096,24,211164,464,5105,0.210711398158949,0.301085472819377,1,181145,9335,1245,15,0.218604475225497
"side_v1_64_19",64,19,"Ethiopia",530,"somalie","ethnic",1997,5,1,228,0.202451579538675,0.118411667984547,24,211164,464,5105,0.210711398158949,0.123554525388417,1,181145,9335,1245,15,0.218604475225497
"side_v1_64_20",64,20,"Ethiopia",530,"tigraway / tigre","ethnic",1997,5,1,228,0.202451579538675,0.160703128835031,24,211164,464,5105,0.210711398158949,0.183236105789321,1,181145,9335,1245,15,0.218604475225497
"side_v1_64_21",64,21,"Ethiopia",530,"welaita","ethnic",1997,5,1,228,0.202451579538675,0.15055621958844,24,211164,464,5105,0.210711398158949,0.267519742813675,1,181145,9335,1245,15,0.218604475225497
"side_v1_67_1",67,1,"Ethiopia",530,"affar","ethnic",2003,6,1,228,0.202069393711514,0.306149893379132,64,252203,266,885,0.215111537293262,0.310350003396762,11,2000,5798,948,511,0.217661399408119
"side_v1_67_2",67,2,"Ethiopia",530,"agew-awi","ethnic",2003,6,1,228,0.202069393711514,1.04470675991469,64,252203,266,885,0.215111537293262,1.05886411340308,11,2000,5798,948,511,0.217661399408119
"side_v1_67_3",67,3,"Ethiopia",530,"agew hamyra","ethnic",2003,6,1,228,0.202069393711514,1.96811173560433,64,252203,266,885,0.215111537293262,7.44018795256711,11,2000,5798,948,511,0.217661399408119
"side_v1_67_4",67,4,"Ethiopia",530,"amhara","ethnic",2003,6,1,228,0.202069393711514,0.243394390957296,64,252203,266,885,0.215111537293262,0.267172457906739,11,2000,5798,948,511,0.217661399408119
"side_v1_67_5",67,5,"Ethiopia",530,"anyiwak","ethnic",2003,6,1,228,0.202069393711514,0.647330370007377,64,252203,266,885,0.215111537293262,0.545619687277252,11,2000,5798,948,511,0.217661399408119
"side_v1_67_6",67,6,"Ethiopia",530,"berta","ethnic",2003,6,1,228,0.202069393711514,0.330065741247407,64,252203,266,885,0.215111537293262,0.348692127820126,11,2000,5798,948,511,0.217661399408119
"side_v1_67_7",67,7,"Ethiopia",530,"gamo","ethnic",2003,6,1,228,0.202069393711514,37.1662412732286,64,252203,266,885,0.215111537293262,39.3004987558492,11,2000,5798,948,511,0.217661399408119
"side_v1_67_8",67,8,"Ethiopia",530,"gedeo","ethnic",2003,6,1,228,0.202069393711514,0.457756118832347,64,252203,266,885,0.215111537293262,1.92929819685274,11,2000,5798,948,511,0.217661399408119
